reimbursement_type_code,meeting_type_code,meeting_type_name,expense_type_code,expense_type_name,issue_code,problem_title,sop_description,standard_handling,legacy_problem_code
MN,4,多学科专家研讨会,8,会议个人车辆,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN040802
MN,4,多学科专家研讨会,9,会议推广材料制作,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN040901
MN,4,多学科专家研讨会,9,会议推广材料制作,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN040902
MN,4,多学科专家研讨会,10,会议住宿费,1,HCP住宿标准,根据SOP规定，提供HCP的住宿费北上广深不得超过1000元/人/晚，其他城市不超过750元/人/晚，海外城市不超过2000元/人/晚，高于上述标准的住宿费需事前获得业务部负责人和合规审计部负责人的书面批准,请提供,MN041001
MN,4,多学科专家研讨会,10,会议住宿费,2,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN041002
MN,4,多学科专家研讨会,10,会议住宿费,3,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN041003
MN,4,多学科专家研讨会,11,会议杂项开支,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN041101
MN,4,多学科专家研讨会,11,会议杂项开支,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN041102
MN,5,三方会-支持,2,会议餐费,1,缺餐厅门头照,根据SOP规定，会议餐费需提供餐厅门头照,请提供,MN050201
MN,5,三方会-支持,2,会议餐费,2,餐费与会议时间不相连,根据SOP规定，会议餐费用餐时间应与会议时间相连，且与正常午餐或晚餐时间相近,请解释说明,MN050202
MN,5,三方会-支持,2,会议餐费,3,会议餐费超人均,根据SOP规定，会议餐费，不应超过人均 300 元。如有超过上述标准的特殊情况，需获得部门负责人的审批,请提供,MN050203
MN,5,三方会-支持,2,会议餐费,4,缺少水单,根据SOP规定，会议餐费≥300元，需提供水单明细,请将水单原件邮寄至我司，并将水单照片或扫描件补充上传至评论区,MN050204
MN,5,三方会-支持,2,会议餐费,5,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN050205
MN,5,三方会-支持,2,会议餐费,6,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN050206
MN,5,三方会-支持,0,通用,1,会议权限_学术论坛,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,MN050001
MN,5,三方会-支持,0,通用,2,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,MN050002
MN,5,三方会-支持,0,通用,3,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,MN050003
MN,5,三方会-支持,0,通用,4,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,MN050004
MN,5,三方会-支持,0,通用,5,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,MN050005
MN,5,三方会-支持,0,通用,6,会议签到_第三方大会签到,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函,请提供,MN050006
MN,5,三方会-支持,0,通用,7,会议签到_缺线下签到原件,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,MN050007
MN,5,三方会-支持,0,通用,8,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,MN050008
MN,5,三方会-支持,0,通用,9,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,MN050009
MN,5,三方会-支持,0,通用,10,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,MN050010
MN,5,三方会-支持,0,通用,11,会议照片_缺支持HCP,根据SOP规定，会议照片应显示所支持HCP,请补充提供，如不符合要求将不予报销,MN050011
MN,5,三方会-支持,0,通用,12,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,MN050012
MN,5,三方会-支持,0,通用,13,会议人数_内部人数不符,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）,请确认实际内部参会人数,MN050013
MN,5,三方会-支持,0,通用,14,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,MN050014
MN,5,三方会-支持,0,通用,15,报销范围_费用,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费,额外费用不予报销已为您扣除,MN050015
MN,5,三方会-支持,3,会议交通费,1,HCP飞机标准,根据SOP规定，HCP乘坐飞机，需选择经济舱，单程飞行时间超出8小时可提供商务舱。高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,MN050301
MN,5,三方会-支持,4,会议租车费,1,会议租车明细,根据SOP规定，租车费用，提供详细行程单，包含：日期、接送人具体时间、客人姓名/电话、行程起点详细地址、送达详细地址、车型、金额等信息,请补充提供,MN050401
MN,5,三方会-支持,4,会议租车费,2,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN050402
MN,5,三方会-支持,4,会议租车费,3,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN050403
MN,5,三方会-支持,5,会议火车票,1,HCP火车标准,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,MN050501
MN,5,三方会-支持,6,会议茶歇,1,无会议的茶歇,根据SOP规定，会议茶歇不得独立于会议之外提供,请解释说明,MN050601
MN,5,三方会-支持,6,会议茶歇,2,超市、商场或水果市场购买费用,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细,请提供,MN050602
MN,5,三方会-支持,6,会议茶歇,3,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN050603
MN,5,三方会-支持,6,会议茶歇,4,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN050604
MN,5,三方会-支持,7,会议场租,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN050701
MN,5,三方会-支持,7,会议场租,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN050702
MN,5,三方会-支持,8,会议个人车辆,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN050801
MN,5,三方会-支持,8,会议个人车辆,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN050802
MN,5,三方会-支持,9,会议推广材料制作,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN050901
MN,5,三方会-支持,9,会议推广材料制作,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN050902
MN,5,三方会-支持,10,会议住宿费,1,HCP住宿标准,根据SOP规定，提供HCP的住宿费北上广深不得超过1000元/人/晚，其他城市不超过750元/人/晚，海外城市不超过2000元/人/晚，高于上述标准的住宿费需事前获得业务部负责人和合规审计部负责人的书面批准,请提供,MN051001
MN,5,三方会-支持,10,会议住宿费,2,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN051002
MN,5,三方会-支持,10,会议住宿费,3,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN051003
MN,5,三方会-支持,11,会议杂项开支,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN051101
MN,5,三方会-支持,11,会议杂项开支,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN051102
MN,6,培训会,1,会议讲课费,1,非讲者库讲者,根据SOP规定，报销讲课费的讲者必须是讲者库中的讲者，且不能在会议结束后特批补入库,不符合要求不予支付讲课费,MN060101
MN,6,培训会,1,会议讲课费,2,业务约定书不完整,根据SOP规定，业务约定书需完整正确的填写，并由HCP签字后将完整原件邮寄至我司,请提供,MN060102
MN,6,培训会,1,会议讲课费,3,讲者人数超标,根据SOP规定，培训会讲者人数与参会人数比例比低于1:5,请确认，并告知需扣除讲课费的HCP姓名,MN060103
MN,6,培训会,1,会议讲课费,5,讲者未全程参会,根据SOP规定，支付讲课费的专家需全程参会，并签到,请补充提供签到，不符合要求不予支付讲课费,MN060105
MN,6,培训会,1,会议讲课费,6,演讲时长不达标,根据SOP规定，培训会若采取老师授课形式，则演讲时间不少于20分钟,不符合要求不予支付讲课费,MN060106
MN,6,培训会,1,会议讲课费,7,点评时长不达标,根据SOP规定，培训会若采取点评、指导或辅导形式，老师累计点评时间不得少于10分钟,不符合要求不予支付讲课费,MN060107
MN,6,培训会,1,会议讲课费,8,讲课费标准,根据SOP规定，培训会若采取点评、指导或辅导形式，讲课费支付标准为80%*职级标准,将为您扣除差额,MN060108
MN,6,培训会,1,会议讲课费,9,讲者级别,根据SOP规定，培训会点评专家限全国级和区域级HCP,不符合要求不予支付讲课费,MN060109
MN,6,培训会,0,通用,1,会议权限_学术论坛,根据SOP规定，培训会可举办的组织者岗位为市场部经理及以上级别和大区业务销售经理及以上，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,MN060001
MN,6,培训会,0,通用,2,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,MN060002
MN,6,培训会,0,通用,3,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,MN060003
MN,6,培训会,0,通用,4,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,MN060004
MN,6,培训会,0,通用,5,会议议程_时长不足,根据SOP规定，培训会会议时长需≥ 半天（2-4H）,请确认,MN060005
MN,6,培训会,0,通用,6,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,MN060006
MN,6,培训会,0,通用,7,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,MN060007
MN,6,培训会,0,通用,8,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,MN060008
MN,6,培训会,0,通用,9,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,MN060009
MN,6,培训会,0,通用,10,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,MN060010
MN,6,培训会,0,通用,11,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,MN060011
MN,6,培训会,0,通用,12,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,MN060012
MN,6,培训会,0,通用,13,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,MN060013
MN,6,培训会,0,通用,14,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,MN060014
MN,6,培训会,0,通用,15,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,MN060015
MN,6,培训会,0,通用,16,会议照片_人数标准不符,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,MN060016
MN,6,培训会,0,通用,17,会议人数_内部人数不符,根据SOP规定，培训会内部参与培训人员不得低于5人,请确认实际内部参会人数,MN060017
MN,6,培训会,0,通用,18,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,MN060018
MN,6,培训会,0,通用,19,报销范围_费用,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,MN060019
MN,6,培训会,2,会议餐费,1,缺餐厅门头照,根据SOP规定，会议餐费需提供餐厅门头照,请提供,MN060201
MN,6,培训会,2,会议餐费,2,餐费与会议时间不相连,根据SOP规定，会议餐费用餐时间应与会议时间相连，且与正常午餐或晚餐时间相近,请解释说明,MN060202
MN,6,培训会,2,会议餐费,3,会议餐费超人均,根据SOP规定，会议餐费，不应超过人均 300 元。如有超过上述标准的特殊情况，需获得部门负责人的审批,请提供,MN060203
MN,6,培训会,2,会议餐费,4,缺少水单,根据SOP规定，会议餐费≥300元，需提供水单明细,请将水单原件邮寄至我司，并将水单照片或扫描件补充上传至评论区,MN060204
MN,6,培训会,2,会议餐费,5,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN060205
MN,6,培训会,2,会议餐费,6,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN060206
MN,6,培训会,3,会议交通费,1,HCP飞机标准,根据SOP规定，HCP乘坐飞机，需选择经济舱，单程飞行时间超出8小时可提供商务舱。高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,MN060301
MN,6,培训会,4,会议租车费,1,会议租车明细,根据SOP规定，租车费用，提供详细行程单，包含：日期、接送人具体时间、客人姓名/电话、行程起点详细地址、送达详细地址、车型、金额等信息,请补充提供,MN060401
MN,6,培训会,4,会议租车费,2,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN060402
MN,6,培训会,4,会议租车费,3,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN060403
MN,6,培训会,5,会议火车票,1,HCP火车标准,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,MN060501
MN,6,培训会,6,会议茶歇,1,无会议的茶歇,根据SOP规定，会议茶歇不得独立于会议之外提供,请解释说明,MN060601
MN,6,培训会,6,会议茶歇,2,超市、商场或水果市场购买费用,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细,请提供,MN060602
MN,6,培训会,6,会议茶歇,3,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN060603
MN,6,培训会,6,会议茶歇,4,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN060604
MN,6,培训会,7,会议场租,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN060701
MN,6,培训会,7,会议场租,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN060702
MN,6,培训会,8,会议个人车辆,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN060801
MN,6,培训会,8,会议个人车辆,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN060802
MN,6,培训会,10,会议住宿费,1,HCP住宿标准,根据SOP规定，提供HCP的住宿费北上广深不得超过1000元/人/晚，其他城市不超过750元/人/晚，海外城市不超过2000元/人/晚，高于上述标准的住宿费需事前获得业务部负责人和合规审计部负责人的书面批准,请提供,MN061001
MN,6,培训会,10,会议住宿费,2,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN061002
MN,6,培训会,10,会议住宿费,3,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN061003
MN,6,培训会,11,会议杂项开支,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN061101
MN,6,培训会,11,会议杂项开支,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN061102
MN,7,临床研究-临床试验启动会,2,会议餐费,1,缺餐厅门头照,根据SOP规定，会议餐费需提供餐厅门头照,请提供,MN070201
MN,7,临床研究-临床试验启动会,2,会议餐费,2,餐费与会议时间不相连,根据SOP规定，会议餐费用餐时间应与会议时间相连，且为工作餐或小食性质,请解释说明,MN070202
MN,7,临床研究-临床试验启动会,2,会议餐费,3,会议餐费超人均,根据SOP规定，会议餐费，不应超过人均200 元。如有超过上述标准的特殊情况，需获得部门负责人的审批,请提供,MN070203
MN,7,临床研究-临床试验启动会,2,会议餐费,4,缺少水单,根据SOP规定，会议餐费≥300元，需提供水单明细,请将水单原件邮寄至我司，并将水单照片或扫描件补充上传至评论区,MN070204
MN,7,临床研究-临床试验启动会,2,会议餐费,5,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN070205
MN,7,临床研究-临床试验启动会,2,会议餐费,6,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN070206
MN,7,临床研究-临床试验启动会,0,通用,1,会议权限_学术论坛,根据SOP规定，临床研究-临床研究启动会可举办的组织者岗位为临床研究专员、医学副经理及以上人员，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,MN070001
MN,7,临床研究-临床试验启动会,0,通用,2,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,MN070002
MN,7,临床研究-临床试验启动会,0,通用,3,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,MN070003
MN,7,临床研究-临床试验启动会,0,通用,4,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,MN070004
MN,7,临床研究-临床试验启动会,0,通用,5,会议议程_时长不足,根据SOP规定，临床研究-临床研究启动会会议时长不超过1天,请确认,MN070005
MN,7,临床研究-临床试验启动会,0,通用,6,会议地点_不得跨区,根据SOP规定，会议地点仅限于研究中心内相关会议场所,请提供,MN070006
MN,7,临床研究-临床试验启动会,0,通用,7,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,MN070007
MN,7,临床研究-临床试验启动会,0,通用,8,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,MN070008
MN,7,临床研究-临床试验启动会,0,通用,9,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,MN070009
MN,7,临床研究-临床试验启动会,0,通用,10,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,MN070010
MN,7,临床研究-临床试验启动会,0,通用,11,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号，如有特殊情况请告知,MN070011
MN,7,临床研究-临床试验启动会,0,通用,12,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,MN070012
MN,7,临床研究-临床试验启动会,0,通用,13,会议人数_内部人数不符,根据SOP规定，临床研究-临床研究启动会内部参会者不可少于2人（包含会议组织者），内外比例不超过1:5,请确认实际内部参会人数,MN070013
MN,7,临床研究-临床试验启动会,0,通用,14,会议人数_外部人数不符,根据SOP规定，临床研究-临床研究启动会外部参会者可为合作研究中心研究者、研究护士及参与研究等相关人员，人数不限，但内外比例不超过1:5,请确认实际外部参会人,MN070014
MN,7,临床研究-临床试验启动会,0,通用,15,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,MN070015
MN,7,临床研究-临床试验启动会,0,通用,16,报销范围_费用,根据SOP规定，临床研究-临床研究启动会可报销费用为餐费,额外费用不予报销已为您扣除,MN070016
MN,7,临床研究-临床试验启动会,6,会议茶歇,1,无会议的茶歇,根据SOP规定，会议茶歇不得独立于会议之外提供,请解释说明,MN070601
MN,7,临床研究-临床试验启动会,6,会议茶歇,2,超市、商场或水果市场购买费用,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细,请提供,MN070602
MN,7,临床研究-临床试验启动会,6,会议茶歇,3,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN070603
MN,7,临床研究-临床试验启动会,6,会议茶歇,4,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN070604
MN,7,临床研究-临床试验启动会,9,会议推广材料制作,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN070901
MN,7,临床研究-临床试验启动会,9,会议推广材料制作,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN070902
MN,7,临床研究-临床试验启动会,11,会议杂项开支,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN071101
MN,7,临床研究-临床试验启动会,11,会议杂项开支,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN071102
MN,8,专家咨询会,12,专家咨询费,1,非讲者库讲者,根据SOP规定，报销咨询费的讲者必须是讲者库中的讲者，且不能在会议结束后特批补入库,不符合要求不予支付讲课费,MN081201
MN,8,专家咨询会,12,专家咨询费,2,业务约定书不完整,根据SOP规定，咨询服务协议需完整正确的填写，并由HCP签字后将完整原件邮寄至我司,请提供,MN081202
MN,8,专家咨询会,12,专家咨询费,3,讲者人数超标,根据SOP规定，支付咨询费的人数不应超过2人,请确认，并告知需扣除讲课费的HCP姓名,MN081203
MN,8,专家咨询会,12,专家咨询费,6,演讲时长不达标,根据SOP规定，专家咨询会每名专家咨询时长需≥30分钟，且至少讨论6个问题,不符合要求不予支付讲课费,MN081206
MN,8,专家咨询会,12,专家咨询费,10,专家咨询记录,根据SOP规定，专家咨询会需提供专家签字紫安琪的咨询记录,请提供,MN081210
MN,8,专家咨询会,0,通用,1,会议权限_学术论坛,根据SOP规定，专家咨询会可举办的组织者岗位为临床运营部门副经理及以上人员、临床研究专员、医学副经理及以上人员、临床科学经理及以上人员，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,MN080001
MN,8,专家咨询会,0,通用,2,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,MN080002
MN,8,专家咨询会,0,通用,3,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,MN080003
MN,8,专家咨询会,0,通用,4,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,MN080004
MN,8,专家咨询会,0,通用,5,会议议程_时长不足,根据SOP规定，专家咨询会会议时长需≥ 30分钟且至少讨论6个问题,请确认,MN080005
MN,8,专家咨询会,0,通用,6,会议地点_不得跨区,根据SOP规定，会议地点仅限于研究中心内相关会议场所,请提供,MN080006
MN,8,专家咨询会,0,通用,7,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,MN080007
MN,8,专家咨询会,0,通用,8,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,MN080008
