Document Code,Meeting Code,会议类型,Expense Code,费用类型,Issue Code,问题类型,SOP描述,标准处理方法,"向员工展示的问题描述（合并问题描述和处理方法）"
MN050359,05,三方会-支持,03,会议交通费,59,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN050360,05,三方会-支持,03,会议交通费,60,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN050361,05,三方会-支持,03,会议交通费,61,会议照片_缺支持HCP,根据SOP规定，会议照片应显示所支持HCP,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片应显示所支持HCP请补充提供，如不符合要求将不予报销
MN050362,05,三方会-支持,03,会议交通费,62,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN050363,05,三方会-支持,03,会议交通费,63,会议人数_内部人数不符,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）请确认实际内部参会人数
MN050364,05,三方会-支持,03,会议交通费,64,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN050365,05,三方会-支持,03,会议交通费,65,报销范围_费用,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费,额外费用不予报销已为您扣除,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费额外费用不予报销已为您扣除
MN050401,05,三方会-支持,04,会议租车费,01,会议租车明细,根据SOP规定，租车费用，提供详细行程单，包含：日期、接送人具体时间、客人姓名/电话、行程起点详细地址、送达详细地址、车型、金额等信息,请补充提供,根据SOP规定，租车费用，提供详细行程单，包含：日期、接送人具体时间、客人姓名/电话、行程起点详细地址、送达详细地址、车型、金额等信息请补充提供
MN050402,05,三方会-支持,04,会议租车费,02,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN050403,05,三方会-支持,04,会议租车费,03,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN050451,05,三方会-支持,04,会议租车费,51,会议权限_学术论坛,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN050452,05,三方会-支持,04,会议租车费,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN050453,05,三方会-支持,04,会议租车费,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN050454,05,三方会-支持,04,会议租车费,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN050455,05,三方会-支持,04,会议租车费,55,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN050456,05,三方会-支持,04,会议租车费,56,会议签到_第三方大会签到,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函,请提供,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函请提供
MN050457,05,三方会-支持,04,会议租车费,57,会议签到_缺线下签到原件,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN050458,05,三方会-支持,04,会议租车费,58,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN050459,05,三方会-支持,04,会议租车费,59,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN050460,05,三方会-支持,04,会议租车费,60,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN050461,05,三方会-支持,04,会议租车费,61,会议照片_缺支持HCP,根据SOP规定，会议照片应显示所支持HCP,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片应显示所支持HCP请补充提供，如不符合要求将不予报销
MN050462,05,三方会-支持,04,会议租车费,62,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN050463,05,三方会-支持,04,会议租车费,63,会议人数_内部人数不符,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）请确认实际内部参会人数
MN050464,05,三方会-支持,04,会议租车费,64,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN050465,05,三方会-支持,04,会议租车费,65,报销范围_费用,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费,额外费用不予报销已为您扣除,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费额外费用不予报销已为您扣除
MN050501,05,三方会-支持,05,会议火车票,01,HCP火车标准,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。请提供
MN050551,05,三方会-支持,05,会议火车票,51,会议权限_学术论坛,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN050552,05,三方会-支持,05,会议火车票,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN050553,05,三方会-支持,05,会议火车票,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN050554,05,三方会-支持,05,会议火车票,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN050555,05,三方会-支持,05,会议火车票,55,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN050556,05,三方会-支持,05,会议火车票,56,会议签到_第三方大会签到,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函,请提供,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函请提供
MN050557,05,三方会-支持,05,会议火车票,57,会议签到_缺线下签到原件,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN050558,05,三方会-支持,05,会议火车票,58,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN050559,05,三方会-支持,05,会议火车票,59,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN050560,05,三方会-支持,05,会议火车票,60,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN050561,05,三方会-支持,05,会议火车票,61,会议照片_缺支持HCP,根据SOP规定，会议照片应显示所支持HCP,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片应显示所支持HCP请补充提供，如不符合要求将不予报销
MN050562,05,三方会-支持,05,会议火车票,62,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN050563,05,三方会-支持,05,会议火车票,63,会议人数_内部人数不符,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）请确认实际内部参会人数
MN050564,05,三方会-支持,05,会议火车票,64,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN050565,05,三方会-支持,05,会议火车票,65,报销范围_费用,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费,额外费用不予报销已为您扣除,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费额外费用不予报销已为您扣除
MN050601,05,三方会-支持,06,会议茶歇,01,无会议的茶歇,根据SOP规定，会议茶歇不得独立于会议之外提供,请解释说明,根据SOP规定，会议茶歇不得独立于会议之外提供请解释说明
MN050602,05,三方会-支持,06,会议茶歇,02,超市、商场或水果市场购买费用,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细,请提供,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细请提供
MN050603,05,三方会-支持,06,会议茶歇,03,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN050604,05,三方会-支持,06,会议茶歇,04,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN050651,05,三方会-支持,06,会议茶歇,51,会议权限_学术论坛,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN050652,05,三方会-支持,06,会议茶歇,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN050653,05,三方会-支持,06,会议茶歇,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN050654,05,三方会-支持,06,会议茶歇,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN050655,05,三方会-支持,06,会议茶歇,55,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN050656,05,三方会-支持,06,会议茶歇,56,会议签到_第三方大会签到,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函,请提供,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函请提供
MN050657,05,三方会-支持,06,会议茶歇,57,会议签到_缺线下签到原件,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN050658,05,三方会-支持,06,会议茶歇,58,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN050659,05,三方会-支持,06,会议茶歇,59,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN050660,05,三方会-支持,06,会议茶歇,60,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN050661,05,三方会-支持,06,会议茶歇,61,会议照片_缺支持HCP,根据SOP规定，会议照片应显示所支持HCP,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片应显示所支持HCP请补充提供，如不符合要求将不予报销
MN050662,05,三方会-支持,06,会议茶歇,62,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN050663,05,三方会-支持,06,会议茶歇,63,会议人数_内部人数不符,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）请确认实际内部参会人数
MN050664,05,三方会-支持,06,会议茶歇,64,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN050665,05,三方会-支持,06,会议茶歇,65,报销范围_费用,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费,额外费用不予报销已为您扣除,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费额外费用不予报销已为您扣除
MN050701,05,三方会-支持,07,会议场租,01,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN050702,05,三方会-支持,07,会议场租,02,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN050751,05,三方会-支持,07,会议场租,51,会议权限_学术论坛,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN050752,05,三方会-支持,07,会议场租,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN050753,05,三方会-支持,07,会议场租,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN050754,05,三方会-支持,07,会议场租,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN050755,05,三方会-支持,07,会议场租,55,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN050756,05,三方会-支持,07,会议场租,56,会议签到_第三方大会签到,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函,请提供,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函请提供
MN050757,05,三方会-支持,07,会议场租,57,会议签到_缺线下签到原件,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN050758,05,三方会-支持,07,会议场租,58,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN050759,05,三方会-支持,07,会议场租,59,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN050760,05,三方会-支持,07,会议场租,60,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN050761,05,三方会-支持,07,会议场租,61,会议照片_缺支持HCP,根据SOP规定，会议照片应显示所支持HCP,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片应显示所支持HCP请补充提供，如不符合要求将不予报销
MN050762,05,三方会-支持,07,会议场租,62,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN050763,05,三方会-支持,07,会议场租,63,会议人数_内部人数不符,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）请确认实际内部参会人数
MN050764,05,三方会-支持,07,会议场租,64,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN050765,05,三方会-支持,07,会议场租,65,报销范围_费用,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费,额外费用不予报销已为您扣除,根据SOP规定，学术论坛可报销费用有餐饮、住宿费和交通费额外费用不予报销已为您扣除
MN050801,05,三方会-支持,08,会议个人车辆,01,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN050802,05,三方会-支持,08,会议个人车辆,02,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN050851,05,三方会-支持,08,会议个人车辆,51,会议权限_学术论坛,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，三方会-支持可举办的组织者岗位为地区业务销售经理及以上、市场和医学，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN050852,05,三方会-支持,08,会议个人车辆,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN050853,05,三方会-支持,08,会议个人车辆,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN050854,05,三方会-支持,08,会议个人车辆,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN050855,05,三方会-支持,08,会议个人车辆,55,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN050856,05,三方会-支持,08,会议个人车辆,56,会议签到_第三方大会签到,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函,请提供,根据SOP规定，所支持HCP签到为第三方大会签到，需提供大会邀请确认函请提供
MN050857,05,三方会-支持,08,会议个人车辆,57,会议签到_缺线下签到原件,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，非第三方大会的线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN050858,05,三方会-支持,08,会议个人车辆,58,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN050859,05,三方会-支持,08,会议个人车辆,59,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN050860,05,三方会-支持,08,会议个人车辆,60,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN050861,05,三方会-支持,08,会议个人车辆,61,会议照片_缺支持HCP,根据SOP规定，会议照片应显示所支持HCP,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片应显示所支持HCP请补充提供，如不符合要求将不予报销
MN050862,05,三方会-支持,08,会议个人车辆,62,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN050863,05,三方会-支持,08,会议个人车辆,63,会议人数_内部人数不符,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，三方会-支持内部参会者不可少于1人（包含会议组织者）请确认实际内部参会人数
MN050864,05,三方会-支持,08,会议个人车辆,64,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
